,Lat,Lon,FINAL_SEAMS_ZONE
680,40.515,-87.62700000000001,IL-C
684,40.515,-87.62700000000001,NA
680,40.611,-88.58,IL-C
684,40.611,-88.58,NA
680,40.71,-87.805,IL-C
684,40.71,-87.805,NA
680,40.719,-88.682,IL-C
683,40.719,-88.682,NA
680,40.719,-89.435,IL-C
680,40.742,-88.29799999999999,IL-C
684,40.742,-88.29799999999999,NA
680,40.754,-87.743,IL-C
684,40.754,-87.743,NA
680,40.804,-89.65,IL-C
680,40.889,-89.406,IL-C
680,37.109,-89.238,IL-C
698,37.109,-89.238,NA
722,37.109,-89.238,NA
680,37.196,-89.17200000000001,IL-C
698,37.196,-89.17200000000001,NA
722,37.196,-89.17200000000001,NA
680,37.213,-88.686,IL-C
698,37.213,-88.686,NA
720,37.213,-88.686,NA
680,37.51,-89.134,IL-C
698,37.51,-89.134,NA
680,37.539,-88.421,IN-S
688,37.539,-88.421,IN-S
680,37.543,-88.262,IN-S
688,37.543,-88.262,IN-S
680,37.654,-88.774,IL-C
688,37.654,-88.774,IL-C
680,37.76,-88.50200000000001,IL-C
688,37.76,-88.50200000000001,IL-C
680,38.15,-89.475,IL-C
680,38.16,-88.583,IL-C
691,38.16,-88.583,NA
680,38.173,-88.13600000000001,IL-C
691,38.173,-88.13600000000001,NA
680,38.244,-89.824,IL-C
682,38.244,-89.824,IL-C
689,38.244,-89.824,IL-C
695,38.244,-89.824,IL-C
714,38.244,-89.824,IL-C
680,38.305,-90.325,IL-C
715,38.305,-90.325,NA
680,38.336999999999996,-90.34700000000001,IL-C
715,38.336999999999996,-90.34700000000001,NA
680,38.38,-90.24,IL-C
715,38.38,-90.24,NA
680,38.463,-90.2,IL-C
715,38.463,-90.2,NA
680,38.491,-90.23100000000001,IL-C
715,38.491,-90.23100000000001,NA
680,38.514,-90.236,IL-C
682,38.514,-90.236,IL-C
689,38.514,-90.236,IL-C
714,38.514,-90.236,IL-C
715,38.514,-90.236,IL-C
680,38.537,-89.8,IL-C
682,38.537,-89.8,IL-C
689,38.537,-89.8,IL-C
713,38.537,-89.8,IL-C
714,38.537,-89.8,IL-C
680,38.748000000000005,-90.116,MISO-MO
682,38.748000000000005,-90.116,MISO-MO
689,38.748000000000005,-90.116,MISO-MO
680,38.824,-90.109,MISO-MO
682,38.824,-90.109,MISO-MO
689,38.824,-90.109,MISO-MO
680,38.826,-89.7,IL-C
682,38.826,-89.7,IL-C
689,38.826,-89.7,IL-C
680,38.864000000000004,-89.727,IL-C
682,38.864000000000004,-89.727,IL-C
689,38.864000000000004,-89.727,IL-C
680,39.113,-90.63,IL-C
686,39.113,-90.63,NA
680,39.222,-89.698,IL-C
682,39.222,-89.698,IL-C
703,39.222,-89.698,IL-C
680,39.278,-89.70200000000001,IL-C
682,39.278,-89.70200000000001,IL-C
703,39.278,-89.70200000000001,IL-C
680,39.472,-89.859,IL-C
682,39.472,-89.859,IL-C
703,39.472,-89.859,IL-C
680,39.476,-89.792,IL-C
682,39.476,-89.792,IL-C
703,39.476,-89.792,IL-C
680,39.644,-89.863,IL-C
703,39.644,-89.863,NA
709,39.644,-89.863,NA
710,39.644,-89.863,NA
680,39.76,-91.117,IL-C
692,39.76,-91.117,NA
680,40.181,-91.50200000000001,IL-C
692,40.181,-91.50200000000001,NA
680,40.478,-90.56,IL-C
702,40.478,-90.56,NA
680,40.606,-91.18700000000001,IL-C
706,40.606,-91.18700000000001,NA
680,41.126000000000005,-90.30799999999999,IL-C
680,41.2,-90.42200000000001,IL-C
680,41.33,-90.83,IL-C
681,41.138999999999996,-87.846,NIPS
681,41.245,-87.552,NIPS
681,41.26,-87.807,NIPS
681,41.263999999999996,-87.531,NIPS
681,41.299,-87.62299999999999,NIPS
699,41.299,-87.62299999999999,NIPS
681,41.355,-87.57600000000001,NIPS
699,41.355,-87.57600000000001,NIPS
681,41.46,-88.31200000000001,NIPS
681,41.497,-87.71,NIPS
705,41.497,-87.71,NIPS
681,41.571999999999996,-87.553,NIPS
705,41.571999999999996,-87.553,NIPS
681,41.68600000000001,-87.652,NIPS
705,41.68600000000001,-87.652,NIPS
681,41.70399999999999,-87.55,NIPS
705,41.70399999999999,-87.55,NIPS
681,41.86600000000001,-87.79,NIPS
705,41.86600000000001,-87.79,NIPS
681,42.141000000000005,-88.147,NIPS
705,42.141000000000005,-88.147,NIPS
681,42.181000000000004,-87.87200000000001,NIPS
681,42.185,-89.329,ATC
693,42.185,-89.329,ATC
681,42.348,-87.84700000000001,NIPS
681,42.381,-88.516,ATC
2796,42.381,-88.516,ATC
681,42.446999999999996,-87.897,NIPS
681,42.396,-90.277,MEC
2795,42.396,-90.277,MEC
681,42.49,-89.699,ATC
2795,42.49,-89.699,ATC
2796,42.49,-89.699,ATC
749,38.656,-86.139,IN-S
756,38.656,-86.139,NA
749,38.736,-85.199,IN-S
757,38.736,-85.199,NA
749,39.148,-85.34100000000001,IN-S
757,39.148,-85.34100000000001,NA
749,39.317,-85.117,IN-S
757,39.317,-85.117,NA
749,39.338,-85.73,IN-S
761,39.338,-85.73,NA
825,39.338,-85.73,NA
749,39.34,-85.76100000000001,IN-S
761,39.34,-85.76100000000001,NA
825,39.34,-85.76100000000001,NA
749,39.354,-85.544,IN-S
792,39.354,-85.544,NA
749,39.448,-85.211,IN-S
765,39.448,-85.211,NA
749,39.529,-85.73899999999999,IN-S
755,39.529,-85.73899999999999,NA
761,39.529,-85.73899999999999,NA
765,39.529,-85.73899999999999,NA
749,39.615,-85.434,IN-S
765,39.615,-85.434,NA
749,39.691,-85.40299999999999,IN-S
765,39.691,-85.40299999999999,NA
749,39.899,-85.48299999999999,IN-S
801,39.899,-85.48299999999999,NA
820,39.899,-85.48299999999999,NA
821,39.899,-85.48299999999999,NA
822,39.899,-85.48299999999999,NA
823,39.899,-85.48299999999999,NA
749,40.125,-86.131,IN-S
749,38.175,-86.25299999999999,IN-S
775,38.175,-86.25299999999999,NA
749,38.2,-86.54299999999999,IN-S
770,38.2,-86.54299999999999,IN-S
771,38.2,-86.54299999999999,IN-S
829,38.2,-86.54299999999999,NA
830,38.2,-86.54299999999999,NA
749,38.284,-87.32799999999999,IN-S
749,38.325,-87.209,IN-S
753,38.325,-87.209,IN-S
749,38.325,-87.755,IN-S
752,38.325,-87.755,NA
749,38.442,-87.57700000000001,IN-S
752,38.442,-87.57700000000001,NA
749,38.448,-86.583,IN-S
804,38.448,-86.583,NA
818,38.448,-86.583,NA
749,38.45,-87.35799999999999,IN-S
752,38.45,-87.35799999999999,NA
749,38.52,-87.45299999999999,IN-S
752,38.52,-87.45299999999999,NA
749,38.648,-87.499,IN-S
752,38.648,-87.499,NA
749,38.676,-86.45,IN-S
804,38.676,-86.45,NA
818,38.676,-86.45,NA
749,38.679,-86.744,IN-S
769,38.679,-86.744,NA
834,38.679,-86.744,NA
749,38.718,-86.279,IN-S
756,38.718,-86.279,NA
749,38.773,-86.469,IN-S
749,38.788000000000004,-87.301,IN-S
752,38.788000000000004,-87.301,NA
749,38.813,-87.213,IN-S
769,38.813,-87.213,NA
749,39.11,-87.21,IN-S
762,39.11,-87.21,NA
749,39.129,-86.419,IN-S
763,39.129,-86.419,NA
749,39.139,-86.836,IN-S
762,39.139,-86.836,NA
749,39.141,-87.118,IN-S
762,39.141,-87.118,NA
749,39.148,-86.39399999999999,IN-S
763,39.148,-86.39399999999999,NA
749,39.149,-86.661,IN-S
749,39.18,-86.27,IN-S
755,39.18,-86.27,NA
763,39.18,-86.27,NA
749,39.18,-86.63,IN-S
749,39.195,-87.22200000000001,IN-S
762,39.195,-87.22200000000001,NA
749,39.241,-86.37899999999999,IN-S
763,39.241,-86.37899999999999,NA
749,39.25,-86.23,IN-S
755,39.25,-86.23,NA
763,39.25,-86.23,NA
749,39.262,-86.464,IN-S
763,39.262,-86.464,NA
749,39.27,-86.43299999999999,IN-S
763,39.27,-86.43299999999999,NA
749,39.287,-86.74,IN-S
763,39.287,-86.74,NA
749,39.29,-86.176,IN-S
755,39.29,-86.176,NA
763,39.29,-86.176,NA
749,39.327,-87.495,IN-S
752,39.327,-87.495,NA
749,39.339,-86.48700000000001,IN-S
755,39.339,-86.48700000000001,NA
763,39.339,-86.48700000000001,NA
814,39.339,-86.48700000000001,NA
749,39.368,-86.867,IN-S
763,39.368,-86.867,NA
749,39.41,-86.281,IN-S
755,39.41,-86.281,NA
763,39.41,-86.281,NA
814,39.41,-86.281,NA
749,39.451,-86.275,IN-S
755,39.451,-86.275,NA
763,39.451,-86.275,NA
814,39.451,-86.275,NA
749,39.457,-86.65100000000001,IN-S
763,39.457,-86.65100000000001,NA
749,39.465,-87.464,IN-S
749,39.47,-86.235,IN-S
755,39.47,-86.235,NA
761,39.47,-86.235,NA
835,39.47,-86.235,NA
749,39.49,-86.316,IN-S
755,39.49,-86.316,NA
763,39.49,-86.316,NA
814,39.49,-86.316,NA
749,39.499,-86.89,IN-S
772,39.499,-86.89,NA
794,39.499,-86.89,NA
749,39.515,-86.15299999999999,IN-S
755,39.515,-86.15299999999999,NA
761,39.515,-86.15299999999999,NA
835,39.515,-86.15299999999999,NA
749,39.523,-86.414,IN-S
755,39.523,-86.414,NA
763,39.523,-86.414,NA
814,39.523,-86.414,NA
749,39.545,-86.162,IN-S
755,39.545,-86.162,NA
761,39.545,-86.162,NA
835,39.545,-86.162,NA
749,39.564,-86.391,IN-S
755,39.564,-86.391,IN-S
763,39.564,-86.391,IN-S
776,39.564,-86.391,IN-S
814,39.564,-86.391,IN-S
749,39.569,-86.22399999999999,IN-S
755,39.569,-86.22399999999999,NA
761,39.569,-86.22399999999999,NA
835,39.569,-86.22399999999999,NA
749,39.580999999999996,-86.484,IN-S
755,39.580999999999996,-86.484,IN-S
763,39.580999999999996,-86.484,IN-S
776,39.580999999999996,-86.484,IN-S
814,39.580999999999996,-86.484,IN-S
749,39.593,-86.54799999999999,IN-S
755,39.593,-86.54799999999999,NA
772,39.593,-86.54799999999999,NA
814,39.593,-86.54799999999999,NA
749,39.602,-86.755,IN-S
772,39.602,-86.755,NA
794,39.602,-86.755,NA
749,39.605,-86.554,IN-S
768,39.605,-86.554,NA
772,39.605,-86.554,NA
812,39.605,-86.554,NA
813,39.605,-86.554,NA
749,39.635999999999996,-86.436,IN-S
768,39.635999999999996,-86.436,IN-S
772,39.635999999999996,-86.436,IN-S
776,39.635999999999996,-86.436,IN-S
812,39.635999999999996,-86.436,IN-S
813,39.635999999999996,-86.436,IN-S
749,39.666,-86.647,IN-S
768,39.666,-86.647,NA
772,39.666,-86.647,NA
812,39.666,-86.647,NA
813,39.666,-86.647,NA
749,39.713,-87.448,IN-S
749,39.72,-86.57,IN-S
768,39.72,-86.57,NA
772,39.72,-86.57,NA
812,39.72,-86.57,NA
813,39.72,-86.57,NA
749,39.755,-86.42,IN-S
768,39.755,-86.42,NA
772,39.755,-86.42,NA
812,39.755,-86.42,NA
813,39.755,-86.42,NA
749,39.759,-86.655,IN-S
768,39.759,-86.655,NA
772,39.759,-86.655,NA
812,39.759,-86.655,NA
813,39.759,-86.655,NA
749,39.764,-86.684,IN-S
768,39.764,-86.684,NA
772,39.764,-86.684,NA
812,39.764,-86.684,NA
813,39.764,-86.684,NA
749,39.796,-86.557,IN-S
768,39.796,-86.557,NA
772,39.796,-86.557,NA
812,39.796,-86.557,NA
813,39.796,-86.557,NA
749,39.83,-87.15,IN-S
767,39.83,-87.15,NA
802,39.83,-87.15,NA
749,39.84,-87.25,IN-S
767,39.84,-87.25,NA
802,39.84,-87.25,NA
749,39.857,-86.34899999999999,IN-C
768,39.857,-86.34899999999999,IN-C
772,39.857,-86.34899999999999,IN-C
776,39.857,-86.34899999999999,IN-C
812,39.857,-86.34899999999999,IN-C
813,39.857,-86.34899999999999,IN-C
749,39.875,-86.551,IN-S
768,39.875,-86.551,NA
772,39.875,-86.551,NA
812,39.875,-86.551,NA
813,39.875,-86.551,NA
749,39.876,-86.412,IN-S
768,39.876,-86.412,NA
772,39.876,-86.412,NA
812,39.876,-86.412,NA
813,39.876,-86.412,NA
749,39.9,-86.51899999999999,IN-S
768,39.9,-86.51899999999999,NA
772,39.9,-86.51899999999999,NA
812,39.9,-86.51899999999999,NA
813,39.9,-86.51899999999999,NA
749,40.161,-87.48899999999999,IN-S
773,40.161,-87.48899999999999,NA
832,40.161,-87.48899999999999,NA
749,40.191,-86.48700000000001,IN-S
778,40.191,-86.48700000000001,NA
749,40.202,-86.257,IN-S
778,40.202,-86.257,NA
749,40.283,-87.374,IN-S
773,40.283,-87.374,NA
832,40.283,-87.374,NA
749,40.325,-86.35700000000001,IN-S
749,40.403,-86.396,IN-S
749,40.548,-86.85,IN-S
758,40.548,-86.85,NA
749,40.62,-86.666,IN-S
758,40.62,-86.666,NA
828,40.62,-86.666,NA
749,40.666,-86.34,IN-S
782,40.666,-86.34,NA
749,40.699,-86.15799999999999,IN-S
782,40.699,-86.15799999999999,NA
749,40.715,-86.66,IN-S
758,40.715,-86.66,NA
828,40.715,-86.66,NA
749,40.751999999999995,-86.664,IN-S
758,40.751999999999995,-86.664,NA
785,40.751999999999995,-86.664,NA
786,40.751999999999995,-86.664,NA
749,40.89,-86.275,IN-S
782,40.89,-86.275,NA
750,41.306999999999995,-85.595,NIPS
784,41.306999999999995,-85.595,NA
806,41.306999999999995,-85.595,NA
750,41.498999999999995,-85.86200000000001,NIPS
1171,41.498999999999995,-85.86200000000001,NIPS
750,41.571000000000005,-85.20200000000001,IN-C
827,41.571000000000005,-85.20200000000001,IN-C
1171,41.571000000000005,-85.20200000000001,IN-C
750,41.59,-85.765,NIPS
1171,41.59,-85.765,NIPS
750,41.593,-85.291,IN-C
811,41.593,-85.291,IN-C
1171,41.593,-85.291,IN-C
750,41.693000000000005,-85.75200000000001,NIPS
1171,41.693000000000005,-85.75200000000001,NIPS
750,41.714,-85.294,IN-C
811,41.714,-85.294,IN-C
1171,41.714,-85.294,IN-C
750,40.593,-86.89299999999999,NIPS
758,40.593,-86.89299999999999,NA
785,40.593,-86.89299999999999,NA
786,40.593,-86.89299999999999,NA
750,40.841,-86.645,NIPS
758,40.841,-86.645,NA
785,40.841,-86.645,NA
786,40.841,-86.645,NA
750,40.89,-86.626,NIPS
758,40.89,-86.626,NA
785,40.89,-86.626,NA
786,40.89,-86.626,NA
750,41.16,-87.477,NIPS
750,41.218,-86.49799999999999,NIPS
764,41.218,-86.49799999999999,NA
750,41.222,-86.45200000000001,NIPS
793,41.222,-86.45200000000001,NA
797,41.222,-86.45200000000001,NA
798,41.222,-86.45200000000001,NA
750,41.284,-87.23100000000001,NIPS
750,41.352,-86.75399999999999,NIPS
764,41.352,-86.75399999999999,NA
774,41.352,-86.75399999999999,NA
750,41.381,-86.426,NIPS
793,41.381,-86.426,NA
797,41.381,-86.426,NA
798,41.381,-86.426,NA
750,41.522,-86.867,NIPS
764,41.522,-86.867,NA
774,41.522,-86.867,NA
750,41.59,-87.417,NIPS
751,40.434,-85.848,IN-C
810,40.434,-85.848,NA
751,41.122,-85.43299999999999,IN-C
795,41.122,-85.43299999999999,NA
833,41.122,-85.43299999999999,NA
751,41.122,-85.579,IN-C
795,41.122,-85.579,NA
833,41.122,-85.579,NA
751,41.178000000000004,-85.33200000000001,IN-C
795,41.178000000000004,-85.33200000000001,IN-C
2009,41.178000000000004,-85.33200000000001,IN-C
751,41.367,-85.33,IN-C
784,41.367,-85.33,NA
806,41.367,-85.33,NA
751,41.501999999999995,-85.23200000000001,IN-C
784,41.501999999999995,-85.23200000000001,NA
806,41.501999999999995,-85.23200000000001,NA
751,41.732,-86.745,IN-C
774,41.732,-86.745,NA
753,38.181999999999995,-87.478,IN-S
753,38.213,-87.647,IN-S
753,38.316,-87.469,IN-S
753,38.375,-87.134,IN-S
753,38.135,-87.33,IN-S
2301,38.135,-87.33,NA
753,38.144,-87.109,IN-S
2301,38.144,-87.109,NA
768,39.82,-86.338,NA
776,39.82,-86.338,IN-C
812,39.82,-86.338,NA
813,39.82,-86.338,NA
770,38.154,-86.883,IN-S
771,38.154,-86.883,IN-S
776,39.647,-86.186,IN-C
776,39.759,-86.165,IN-C
776,39.787,-86.229,IN-C
776,39.81,-86.2,IN-C
776,39.812,-86.23899999999999,IN-C
776,39.891,-86.208,IN-C
779,38.228,-86.796,IN-S
807,38.228,-86.796,IN-S
1011,38.694,-85.29700000000001,IN-S
1034,38.694,-85.29700000000001,IN-S
1012,38.162,-85.241,IN-S
1012,37.226,-87.723,IN-S
1012,37.272,-87.17299999999999,IN-S
1012,37.292,-87.11,IN-S
1012,37.381,-87.62799999999999,IN-S
1013,37.24,-88.126,IN-S
1013,37.303000000000004,-87.775,IN-S
1013,37.305,-87.78,IN-S
1013,37.431999999999995,-87.822,IN-S
1013,37.45,-87.28200000000001,IN-S
1013,37.485,-87.28200000000001,IN-S
1013,37.497,-87.681,IN-S
1013,37.68,-87.757,IN-S
1013,37.724000000000004,-87.15899999999999,IN-S
1013,37.768,-86.81700000000001,IN-S
1013,37.805,-87.704,IN-S
1037,37.805,-87.704,IN-S
1013,37.821999999999996,-87.865,IN-S
1013,37.84,-87.34700000000001,IN-S
1037,37.84,-87.34700000000001,IN-S
1013,37.845,-87.493,IN-S
1037,37.845,-87.493,IN-S
1013,37.851,-87.57600000000001,IN-S
1037,37.851,-87.57600000000001,IN-S
1015,37.139,-86.65,IN-S
1015,37.272,-86.516,IN-S
1015,37.478,-86.59,IN-S
1020,36.867,-88.463,IL-C
1029,37.628,-86.586,IN-S
1033,38.156,-85.51100000000001,IN-S
1033,38.31,-85.331,IN-S
1045,37.359,-87.545,IL-C
1066,29.398000000000003,-89.634,LA-GULF
1066,29.671,-89.575,LA-GULF
1066,30.363000000000003,-90.382,LA-GULF
1067,30.363000000000003,-90.382,LA-GULF
1075,30.363000000000003,-90.382,NA
1066,30.386999999999997,-91.211,LA-GULF
1067,30.386999999999997,-91.211,LA-GULF
1077,30.386999999999997,-91.211,LA-GULF
1066,30.405,-91.814,LA-GULF
1067,30.405,-91.814,LA-GULF
1068,30.405,-91.814,LA-GULF
1066,30.406999999999996,-92.56700000000001,LA-N
1067,30.406999999999996,-92.56700000000001,LA-N
1068,30.406999999999996,-92.56700000000001,LA-N
1069,30.406999999999996,-92.56700000000001,LA-N
1066,30.406999999999996,-91.69200000000001,LA-GULF
1067,30.406999999999996,-91.69200000000001,LA-GULF
1068,30.406999999999996,-91.69200000000001,LA-GULF
1072,30.406999999999996,-91.69200000000001,LA-GULF
1066,30.409000000000002,-91.87100000000001,LA-GULF
1067,30.409000000000002,-91.87100000000001,LA-GULF
1068,30.409000000000002,-91.87100000000001,LA-GULF
1072,30.409000000000002,-91.87100000000001,LA-GULF
1066,30.425,-90.73899999999999,LA-GULF
1067,30.425,-90.73899999999999,LA-GULF
1077,30.425,-90.73899999999999,LA-GULF
1066,30.425,-91.848,LA-GULF
1067,30.425,-91.848,LA-GULF
1068,30.425,-91.848,LA-GULF
1066,30.432,-92.325,LA-N
1067,30.432,-92.325,LA-N
1068,30.432,-92.325,LA-N
1066,30.436,-90.764,LA-GULF
1067,30.436,-90.764,LA-GULF
1077,30.436,-90.764,LA-GULF
1066,30.461,-91.602,LA-GULF
1067,30.461,-91.602,LA-GULF
1078,30.461,-91.602,NA
1088,30.461,-91.602,NA
1066,30.463,-91.561,LA-GULF
1067,30.463,-91.561,LA-GULF
1078,30.463,-91.561,NA
1088,30.463,-91.561,NA
1066,30.463,-91.587,LA-GULF
1067,30.463,-91.587,LA-GULF
1078,30.463,-91.587,NA
1088,30.463,-91.587,NA
1066,30.471,-89.898,LA-GULF
1067,30.471,-89.898,LA-GULF
1075,30.471,-89.898,NA
1066,30.476,-90.789,LA-GULF
1067,30.476,-90.789,LA-GULF
1077,30.476,-90.789,LA-GULF
1066,30.526999999999997,-90.26,LA-GULF
1067,30.526999999999997,-90.26,LA-GULF
1075,30.526999999999997,-90.26,NA
1066,30.53,-90.351,LA-GULF
1067,30.53,-90.351,LA-GULF
1075,30.53,-90.351,NA
1066,30.555,-90.113,LA-GULF
1067,30.555,-90.113,LA-GULF
1075,30.555,-90.113,NA
1066,30.563000000000002,-91.21799999999999,LA-GULF
1067,30.563000000000002,-91.21799999999999,LA-GULF
1077,30.563000000000002,-91.21799999999999,LA-GULF
1066,30.570999999999998,-91.266,LA-GULF
1067,30.570999999999998,-91.266,LA-GULF
1077,30.570999999999998,-91.266,LA-GULF
1066,30.576,-90.728,LA-GULF
1067,30.576,-90.728,LA-GULF
1077,30.576,-90.728,LA-GULF
1066,30.61,-91.116,LA-GULF
1067,30.61,-91.116,LA-GULF
1077,30.61,-91.116,LA-GULF
1066,30.638,-90.62700000000001,LA-GULF
1067,30.638,-90.62700000000001,LA-GULF
1077,30.638,-90.62700000000001,LA-GULF
1066,30.641,-91.789,LA-GULF
1067,30.641,-91.789,LA-GULF
1068,30.641,-91.789,LA-GULF
1066,30.647,-91.53,LA-GULF
1067,30.647,-91.53,LA-GULF
1078,30.647,-91.53,NA
1066,30.658,-90.441,LA-GULF
1067,30.658,-90.441,LA-GULF
1075,30.658,-90.441,NA
1066,30.665,-91.725,LA-GULF
1067,30.665,-91.725,LA-GULF
1078,30.665,-91.725,NA
1066,30.717,-91.149,LA-GULF
1067,30.717,-91.149,LA-GULF
1077,30.717,-91.149,LA-GULF
1066,30.719,-91.273,LA-GULF
1067,30.719,-91.273,LA-GULF
1077,30.719,-91.273,LA-GULF
1066,30.728,-91.314,LA-GULF
1067,30.728,-91.314,LA-GULF
1077,30.728,-91.314,LA-GULF
1066,30.73,-91.40100000000001,LA-GULF
1067,30.73,-91.40100000000001,LA-GULF
1078,30.73,-91.40100000000001,NA
1066,30.748,-91.208,LA-GULF
1067,30.748,-91.208,LA-GULF
1077,30.748,-91.208,LA-GULF
1066,30.773000000000003,-91.318,LA-GULF
1067,30.773000000000003,-91.318,LA-GULF
1077,30.773000000000003,-91.318,LA-GULF
1066,30.778000000000002,-90.25200000000001,LA-GULF
1067,30.778000000000002,-90.25200000000001,LA-GULF
1075,30.778000000000002,-90.25200000000001,NA
1066,30.785,-91.4,LA-GULF
1067,30.785,-91.4,LA-GULF
1077,30.785,-91.4,LA-GULF
1066,30.791,-91.42200000000001,LA-GULF
1067,30.791,-91.42200000000001,LA-GULF
1077,30.791,-91.42200000000001,LA-GULF
1066,30.791999999999998,-91.59200000000001,LA-GULF
1067,30.791999999999998,-91.59200000000001,LA-GULF
1078,30.791999999999998,-91.59200000000001,NA
1066,30.802,-90.20100000000001,LA-GULF
1067,30.802,-90.20100000000001,LA-GULF
1075,30.802,-90.20100000000001,NA
1066,30.815,-91.37899999999999,LA-GULF
1067,30.815,-91.37899999999999,LA-GULF
1077,30.815,-91.37899999999999,LA-GULF
1066,30.849,-91.26700000000001,LA-GULF
1067,30.849,-91.26700000000001,LA-GULF
1077,30.849,-91.26700000000001,LA-GULF
1066,30.86,-91.131,LA-GULF
1067,30.86,-91.131,LA-GULF
1077,30.86,-91.131,LA-GULF
1066,30.877,-90.147,LA-GULF
1067,30.877,-90.147,LA-GULF
1075,30.877,-90.147,NA
1066,30.878,-90.301,LA-GULF
1067,30.878,-90.301,LA-GULF
1075,30.878,-90.301,NA
1066,30.879,-90.73100000000001,LA-GULF
1067,30.879,-90.73100000000001,LA-GULF
1077,30.879,-90.73100000000001,LA-GULF
1066,30.88,-91.36399999999999,LA-GULF
1067,30.88,-91.36399999999999,LA-GULF
1077,30.88,-91.36399999999999,LA-GULF
1066,31.131999999999998,-92.51,LA-N
1069,31.131999999999998,-92.51,LA-N
1073,31.131999999999998,-92.51,LA-N
1080,31.131999999999998,-92.51,LA-N
1066,31.185,-92.353,LA-N
1069,31.185,-92.353,LA-N
1073,31.185,-92.353,LA-N
1080,31.185,-92.353,LA-N
1066,31.212,-92.213,LA-N
1069,31.212,-92.213,LA-N
1078,31.212,-92.213,LA-N
1066,31.296,-92.38,LA-N
1069,31.296,-92.38,LA-N
1073,31.296,-92.38,LA-N
1080,31.296,-92.38,LA-N
1066,31.508000000000003,-92.296,LA-GULF
1068,31.508000000000003,-92.296,LA-GULF
1069,31.508000000000003,-92.296,LA-GULF
1076,31.508000000000003,-92.296,LA-GULF
1066,31.508000000000003,-91.677,LA-GULF
1076,31.508000000000003,-91.677,LA-GULF
1086,31.508000000000003,-91.677,LA-GULF
1066,31.586,-91.461,LA-GULF
1076,31.586,-91.461,LA-GULF
1086,31.586,-91.461,LA-GULF
1066,31.622,-91.71600000000001,LA-GULF
1076,31.622,-91.71600000000001,LA-GULF
1086,31.622,-91.71600000000001,LA-GULF
1066,32.249,-92.198,LA-GULF
1071,32.249,-92.198,LA-GULF
1066,32.274,-92.212,LA-GULF
1071,32.274,-92.212,LA-GULF
1066,32.33,-92.32799999999999,LA-N
1070,32.33,-92.32799999999999,LA-N
1066,32.56,-91.541,LA-GULF
1071,32.56,-91.541,LA-GULF
1066,32.771,-92.536,LA-N
1070,32.771,-92.536,LA-N
1066,32.863,-92.19,LA-N
1070,32.863,-92.19,LA-N
1066,29.131,-90.885,LA-GULF
1072,29.131,-90.885,LA-GULF
1079,29.131,-90.885,NA
1066,29.184,-90.755,LA-GULF
1072,29.184,-90.755,LA-GULF
1079,29.184,-90.755,NA
1066,29.230999999999998,-90.805,LA-GULF
1072,29.230999999999998,-90.805,LA-GULF
1079,29.230999999999998,-90.805,NA
1066,29.294,-90.89299999999999,LA-GULF
1072,29.294,-90.89299999999999,LA-GULF
1079,29.294,-90.89299999999999,NA
1066,29.311,-90.535,LA-GULF
1072,29.311,-90.535,LA-GULF
1079,29.311,-90.535,NA
1066,29.32,-90.889,LA-GULF
1072,29.32,-90.889,LA-GULF
1079,29.32,-90.889,NA
1066,29.329,-90.325,LA-GULF
1072,29.329,-90.325,LA-GULF
1066,29.33,-90.647,LA-GULF
1072,29.33,-90.647,LA-GULF
1079,29.33,-90.647,NA
1066,29.397,-90.729,LA-GULF
1072,29.397,-90.729,LA-GULF
1079,29.397,-90.729,NA
1066,29.432,-90.618,LA-GULF
1072,29.432,-90.618,LA-GULF
1079,29.432,-90.618,NA
1066,29.443,-90.561,LA-GULF
1072,29.443,-90.561,LA-GULF
1079,29.443,-90.561,NA
1066,29.47,-90.304,LA-GULF
1072,29.47,-90.304,LA-GULF
1066,29.483,-90.881,LA-GULF
1072,29.483,-90.881,LA-GULF
1079,29.483,-90.881,NA
1066,29.493000000000002,-90.794,LA-GULF
1072,29.493000000000002,-90.794,LA-GULF
1079,29.493000000000002,-90.794,NA
1066,29.511,-90.87299999999999,LA-GULF
1072,29.511,-90.87299999999999,LA-GULF
1079,29.511,-90.87299999999999,NA
1066,29.546,-90.71799999999999,LA-GULF
1072,29.546,-90.71799999999999,LA-GULF
1079,29.546,-90.71799999999999,NA
1066,29.546,-90.37799999999999,LA-GULF
1072,29.546,-90.37799999999999,LA-GULF
1066,29.576999999999998,-91.87100000000001,LA-GULF
1067,29.576999999999998,-91.87100000000001,LA-GULF
1066,29.579,-90.23700000000001,LA-GULF
1072,29.579,-90.23700000000001,LA-GULF
1066,29.583000000000002,-90.777,LA-GULF
1072,29.583000000000002,-90.777,LA-GULF
1079,29.583000000000002,-90.777,NA
1066,29.587,-90.889,LA-GULF
1072,29.587,-90.889,LA-GULF
1079,29.587,-90.889,NA
1066,29.618000000000002,-90.53200000000001,LA-GULF
1072,29.618000000000002,-90.53200000000001,LA-GULF
1066,29.62,-90.64399999999999,LA-GULF
1072,29.62,-90.64399999999999,LA-GULF
1066,29.728,-90.641,LA-GULF
1072,29.728,-90.641,LA-GULF
1066,29.735,-90.869,LA-GULF
1072,29.735,-90.869,LA-GULF
1079,29.735,-90.869,NA
1066,29.755,-90.786,LA-GULF
1072,29.755,-90.786,LA-GULF
